sl no,work,status,year,garam,work type,Total
1508,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಮಠದಿಂದ ಪಾಂಡು ಸಾಲ್ಪೇಕರ ಮನೆಯವರೆಗೆ ಸಿ.ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2017-2018,Gram Panchayat,Land Development,0.55224
,(1504009014/LD/9447705791575),,,,,
1509,ಚಿಲಮೂರ ಗ್ರಾಮದ 3ನೇ ವಾರ್ಡಿನ ಅಂಗನವಾಡಿ ಸಂಖ್ಯೆ 01 ಸುತ್ತಲು ರಕ್ಷಣಾ ಗೋಡೆ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Land Development,1.61856
,(1504009014/LD/9447705791709),,,,,
1510,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ರಾಚಪ್ಪ ಹಡಪದ ಇವರ ಮನೆಯಿಂದ ಅರ್ಜುಣ ಸಾಲ್ಪೇಕರ ಮನೆಯವೆರೆಗೆ ಸಿ.ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Land Development,2.58503
,(1504009014/LD/9447705791882),,,,,
1511,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಖನ ನಿರ್ಮಾಣ.,Completed,2013-2014,Gram Panchayat,Other Works,1.4726
,(1504009014/OP/8808501246),,,,,
1512,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಒಕ್ಕಣಿ ಕಣ ನಿರ್ಮಾಣ,Completed,2015-2016,Gram Panchayat,Other Works,1.96668
,(1504009014/OP/8808509614),,,,,
1513,ಪೀರನಗುಡಿ ಗ್ರಾಮದಲ್ಲಿ ಆದಮಸಾಬ ಮಕಾನದಾರ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.46405
,(1504009014/OP/8808522476),,,,,
1514,ಪೀರನಗುಡಿ ಗ್ರಾಮದಲ್ಲಿ ದರ್ಗಾ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.46642
,(1504009014/OP/8808522477),,,,,
1515,ಜೀವಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಹನಮಂತ ದೇವರ ಗುಡಿ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45226
,(1504009014/OP/8808522490),,,,,
1516,ಸುಳ್ಳಿಕೇರಿ ಗ್ರಾಮದಲ್ಲಿ ಕೇರಿ ಅಂಗಳದಲ್ಲಿ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522491),,,,,
1517,ಜೀವಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಬುರ್ಲಿ ಇವರ ಮನೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522493),,,,,
1518,ಪೀರನಗುಡಿ ಗ್ರಾಮದಲ್ಲಿ ಕಲ್ಲೇಶನ್ನವರ ಮನೆಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522499),,,,,
1519,ಪೀರನಗುಡಿ ಗ್ರಾಮದಲ್ಲಿ ಅಂಗನವಾಡಿ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522500),,,,,
1520,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ತಾಂಡಾ ರಸ್ತೆ ಮೇನ ಕಾಲುವೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,New,2017-2018,Gram Panchayat,Other Works,0
,(1504009014/OP/8808522567),,,,,
1521,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ತಾಂಡಾ ರಸ್ತೆ ಮೇನ ಕಾಲುವೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,New,2017-2018,Gram Panchayat,Other Works,0
,(1504009014/OP/8808522568),,,,,
1522,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ತಾಂಡಾ ರಸ್ತೆ ಮೇನ ಕಾಲುವೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522569),,,,,
1523,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಕಣವಿ ಬಸವೇಶ್ವರ ನಗರದಲ್ಲಿ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522570),,,,,
1524,ಪೀರನಗುಡಿ ಗ್ರಾಮದಲ್ಲಿ ಜಂಗ್ಲಿಸಾಬ ದ ಹೊಸಮನಿ ಇವರ ಮನೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522574),,,,,
1525,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಯಲ್ಲಪ್ಪ ಮ ಅಳಗೊಡಿ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808522577),,,,,
1526,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ನಿಂಗಾಪೂರ ಶಾಲೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.44536
,(1504009014/OP/8808522578),,,,,
1527,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಶಿವಯೋಗಿ ಮಠದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.09912
,(1504009014/OP/8808522580),,,,,
1528,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಬಸಪ್ಪ ಮ ಪರೀಟ ಇವರ ಮನೆಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.45952
,(1504009014/OP/8808523950),,,,,
1529,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ನಿಂಗಪ್ಪ ರೊಟ್ಟಿ ಇವರ ಮನೆ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.11328
,(1504009014/OP/8808523951),,,,,
1530,ಚುಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಹನಮಂತ ಸಿದ್ದಪ್ಪ ಹಾದಿಮನಿ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.48784
,(1504009014/OP/8808525175),,,,,
1531,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಬಸಪ್ಪ ಹನಮಂತ ದಳವಾಐಇ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Other Works,0.44536
,(1504009014/OP/8808525177),,,,,
1532,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಹನಮಂತ ಬೀಜಗುಪ್ಪಿ ಇವರ ಜಮೀನನ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,New,2017-2018,Gram Panchayat,Other Works,0
,(1504009014/OP/8808525287),,,,,
1533,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಹನಮಂತ ಬೀಜಗುಪ್ಪಿ ಇವರ ಜಮೀನನ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.45618
,(1504009014/OP/8808525288),,,,,
1534,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಈರಣ್ಣಾ ನಾವಿ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯವ ನೀರಿನ ತೋಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.4784
,(1504009014/OP/93393042892018288),,,,,
1535,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಭೀಮಪ್ಪ ಫ ರೊಟ್ಟಿ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯವ ನೀರಿನ ತೋಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.46188
,(1504009014/OP/93393042892018289),,,,,
1536,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಸಿದ್ದಪ್ಪ ಮಾಯನ್ನವರ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯವ ನೀರಿನ ತೋಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.42884
,(1504009014/OP/93393042892018290),,,,,
1537,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ದವಲತರಾವ ಬಾಬುರಿ ಇವರ ಹೊಲದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯವ ನೀರಿನ ತೋಟ್ಟಿ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Other Works,0.4312
,(1504009014/OP/93393042892018291),,,,,
1538,ಹನಮಂತ ಬಾ ಬೀಜಗುಪ್ಪಿ ಇವರ ಜಮೀನದ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Approved,2017-2018,Gram Panchayat,Other Works,0
,(1504009014/OP/93393042892018620),,,,,
1539,ಮಲ್ಲಪ್ಪ ತುಂಬಗೋಣಿ ಇವರ ಜಮೀನ ಹತ್ತಿರ ಜಾನುವಾರು ಕುಡಿಯುವ ನೀರಿನ ತೊಟ್ಟಿ ನಿರ್ಮಾಣ,Approved,2017-2018,Gram Panchayat,Other Works,0
,(1504009014/OP/93393042892018621),,,,,
1540,2.ನರಸಾಪೂರ ಗ್ರಾಮದ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಆಟದ ಮೈದಾನ ಅ,Completed,2013-2014,Gram Panchayat,Play Ground,2.68291
,(1504009014/PG/1252),,,,,
1541,ನಿಂಗಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಕ.ಗಂ ಶಾಲಾ ಆಟದ ಮೈದಾನ ಅಭಿವೃಧಿ,Completed,2015-2016,Gram Panchayat,Play Ground,2.97928
,(1504009014/PG/2462),,,,,
1542,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಬಸವೇಶ್ವರ ನಗರದ ಶಾಲೆ ಆಟದ ಮೈದಾನ ಅಭಿವೃದ್ದಿ ಪಡಿಸುವದು,Completed,2015-2016,Gram Panchayat,Play Ground,0.56304
,(1504009014/PG/4190),,,,,
1543,ನರಸಾಪೂರ ಗ್ರಾಮದ ಪ್ರೌಡ ಶಾಲಾ ಮೈದಾನ ಅಭೀವೃದ್ಧಿ.,Completed,2013-2014,Gram Panchayat,Play Ground,2.8982
,(1504009014/PG/811),,,,,
1544,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಕರಚಾಂಗವ ರಸ್ತೆ ಸುಧಾರಣಿ ಮಾಡುವದು,Completed,2015-2016,Gram Panchayat,Rural Connectivity,1.94248
,(1504009014/RC/17163601502234381),,,,,
1545,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಡಾಂಬರ ರಸ್ತೆಯಿಂದ ಜನತಾ ಕಾಲನಿವರಗೆ ರಸ್ತೆ ನಿರ್ಮಾಣಲ,Completed,2015-2016,Gram Panchayat,Rural Connectivity,3.60473
,(1504009014/RC/17163601502234403),,,,,
1546,ಚಿಲಮೂರ ಗ್ರಾಮದ ಲಕ್ಷ್ಮಣ ಗದಿಗೆಪ್ಪ ಕಲ್ಲೇಶನವರ ಇವರ ಮನೆಯಿಂದ ಮೇನ ರಸ್ತೆಯವರಗೆ ಪಾದಾಚಾರಿ ರಸ್ಎ ನಿರ್ಮಾಣ,Completed,2015-2016,Gram Panchayat,Rural Connectivity,0.95183
,(1504009014/RC/17163601502235282),,,,,
1547,ಚಿಲಮೂರ ಗ್ರಾಮದ ಮೇನ ರಸ್ತೆಯಿಂದ ಕರೆಮ್ಮನ ಗುಡಿಯವರೆಗೆ ಪಾದಚಾರಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2015-2016,Gram Panchayat,Rural Connectivity,1.21551
,(1504009014/RC/17163601502235284),,,,,
1548,ಸಂಪರ್ಕ ರಸ್ತೆ ನಿರ್ಮಾಣ.,Completed,2009-2010,Gram Panchayat,Rural Connectivity,0.98545
,(1504009014/RC/48584),,,,,
1549,ನರಸಾಪೂರ ಗ್ರಾಮದ ಡಾಂಬರ ರಸ್ತೆಯಿಂದ ಕನವಿ ಬಸವೇಶ್ವರ ಗುಡಿಯವರೆಗೆ ರಸ್ತೆ ಸುಧಾರಣಿ,Completed,2016-2017,Gram Panchayat,Rural Connectivity,2.97398
,(1504009014/RC/93393042892018931),,,,,
1550,ನರಸಾಪೂರ ಗ್ರಾಮದ ಕಾಲುವೆಯಿಂದ ಹೆಕ್ಕೆಪ್ಪನವರ ಜಮೀನ ವರೆಗೆ ರಸ್ತೆ ಸುಧಾರಣಿ,Completed,2016-2017,Gram Panchayat,Rural Connectivity,2.95272
,(1504009014/RC/93393042892018940),,,,,
1551,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಾದೇವ ಮಾದರ ಇವರ ಮನೆಯಿಂದ ಯಮನಪ್ಪ ಮಾದರ ಹಾಗೂ ಕನ್ನಡ ಶಾಲೆಯಿಂದ ನದಾಪ ಹೊಲದವರಗೆ ರಸ್ತೆ ಸುಧಾರಣಿ,Completed,2016-2017,Gram Panchayat,Rural Connectivity,2.89872
,(1504009014/RC/93393042892024039),,,,,
1552,ನರಸಾಪೂರ ಗ್ರಾಮದ ಅಮ್ರತಗೌಡ ಪಾಟೀಲ ಮನೆಯಿಂದ ಶಂಕರಗೌಡ ದ್ಯಾ ಪಾಟೀಲ ಇವರ ಮನೆಯವರಿಗೆ ಸಿ.ಸಿ. ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2016-2017,Gram Panchayat,Rural Connectivity,2.82026
,(1504009014/RC/93393042892031188),,,,,
1553,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಚಿಲಮೂರ ರಸ್ತೆಯಿಂದ ಲಿಂಗಾಯತ ಸಮಾಜದ ಸಶ್ಮಾನದ ವರಗೆ ಸಿ.ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Rural Connectivity,4.35227
,(1504009014/RC/93393042892043128),,,,,
1554,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಪಾರ್ವತೆವ್ವ ವಾಲಿಕಾರ ಇವರ ಮನೆಯಿಂದ ಡಾಂಬರ ರಸ್ತೆ ವರಗೆ ಸಿ.ಸಿ.ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Rural Connectivity,4.34588
,(1504009014/RC/93393042892043549),,,,,
1555,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಕರಚಗಾವ ರಸ್ತೆ ಅಭಿವೃದಿ ಪಡಿಸುವದು,Completed,2017-2018,Gram Panchayat,Rural Connectivity,2.43472
,(1504009014/RC/93393042892043697),,,,,
1556,ಚಿಲಮೂರ ಗ್ರಾಮ ಮಹದೇವ ಮಾಯನ್ನವರ ಮನೆಯಿಂದ ಗೌಡಪ್ಪ ಕಲ್ಲನಗೌಡ್ರ ಮನೆಯವರಗೆ ಸಿ.ಸಿ.ರಸ್ತೆ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Rural Connectivity,4.34892
,(1504009014/RC/93393042892049149),,,,,
1557,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಪುಂಡಲೀಕ ಹೊಸಕೋಟ್ಟಿ ಇವರ ಮನೆಯಿಂದ ಗದಿಗೇಪ್ಪ ರೊಟ್ಟಿ ಇವರ ಮನೆವರಗೆ ಸಿ.ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2017-2018,Gram Panchayat,Rural Connectivity,4.44735
,(1504009014/RC/93393042892049605),,,,,
1558,ಪೀರನಗುಡಿ ಗ್ರಾಮದಲ್ಲಿ ಪೀರನಗುಡಿಯಿಂದ ನರಸಾಪೂರ ಗ್ರಾಮದವರಗೆ ಸಂಪರ್ಕ ರಸ್ತೆ ನಿರ್ಮಾಣ,Approved,2017-2018,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892049621),,,,,
1559,ಚಿಲಮೂರ ಗ್ರಾಮದಲ್ಲಿ ಯಲ್ಲಮ್ಮದೇವಿ ಗುಡಿಯಿಂದ ಮಾಯಪ್ಪ ಯರಗಟ್ಟಿ ಇವರ ಮನೆವರಗೆ ಸಿ.ಸಿ.ರಸ್ತೆ ನಿರ್ಮಾಣ,physical complete,2017-2018,Gram Panchayat,Rural Connectivity,2.88584
,(1504009014/RC/93393042892146603),,,,,
1560,ಚಿಲಮೂರ ದಿಂದ ನರಸಾಪೂರ ಗ್ರಾಮದವರೆಗೆ ಸಂಪರ್ಕ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2017-2018,Gram Panchayat,Rural Connectivity,0.31152
,(1504009014/RC/93393042892154624),,,,,
1561,ಸುಳ್ಳಕೇರಿ ಗ್ರಾಮದ ಜನತಾ ಕಾಲನಿಯಿಂದ ಹಣಮವ್ವ ಕಲಕುಟ್ರಿ ಇವರ ಮನೆವರೆಗೆ ಸಿ.ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2018-2019,Gram Panchayat,Rural Connectivity,4.20417
,(1504009014/RC/93393042892209577),,,,,
1562,ನರಸಾಪೂರ ಗ್ರಾಮದ ಕಾಲುವೆಯಿಂದ ಹಸನಗೋರಿ ಮುದೋಳ ಇವರ ಹೋಲಕ್ಕೆ ಹೊಗುವ ಸಂಪರ್ಕ ರಸ್ತೆ ಅಬಿವೃದ್ದಿ,On Going,2018-2019,Gram Panchayat,Rural Connectivity,0.80696
,(1504009014/RC/93393042892211017),,,,,
1563,ಚಿಲಮೂರ ಗ್ರಾಮದ ಸೀಮಿ ಹನಮಂತ ದೇವರ ಗುಡಿಯಿಂದ ತುರಮರಿ ಇವರ ಜಮೀನದವರೆಗೆ ಸಂಪರ್ಕ ರಸ್ತೆ ಆಭೀವೃದ್ಧಿ,On Going,2018-2019,Gram Panchayat,Rural Connectivity,1.97726
,(1504009014/RC/93393042892214628),,,,,
1564,ಚಿಲಮೂರ ಗ್ರಾಮದ ತುರಮರಿ ಜಮಿನದಿಂದ ಚಿಲಮೂರ ಗ್ರಾಮದ ವರೆಗೆ ಸಂಪರ್ಕ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ,On Going,2018-2019,Gram Panchayat,Rural Connectivity,1.50645
,(1504009014/RC/93393042892214632),,,,,
1565,ಚಿಲಮೂರ ಗ್ರಾಮದ ಬಡಕ ಹಳ್ಳದಿಂದ ಕನಕಶ್ರೀ ಶಾಲೆಯವರೆಗೆ ಸಂಪರ್ಕ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ,On Going,2018-2019,Gram Panchayat,Rural Connectivity,1.48155
,(1504009014/RC/93393042892214742),,,,,
1566,ಚಿಲಮೂರ ಗ್ರಾಮದ ಶಿವಪ್ಪ ಭೀ ಹುಚಕೆಂಚನ್ನವರ ಮನೆಯಿಂದ ಭೀಮಪ್ಪ ಹ ಪಲ್ಲಕ್ಕಿ ಇವರ ಮನೆವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,Completed,2018-2019,Gram Panchayat,Rural Connectivity,1.6593
,(1504009014/RC/93393042892214743),,,,,
1567,ಚಿಲಮೂರ ಗ್ರಾಮದ ಫಕೀರಪ್ಪ ಕುರಿ ಇವರ ಮನೆಯಿಂದ ನರಸಾಪೂರ ರಸ್ತೆವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,physical complete,2018-2019,Gram Panchayat,Rural Connectivity,1.04811
,(1504009014/RC/93393042892214889),,,,,
1568,ಚಿಲಮೂರ ಗ್ರಾಮದ ನಿಂಗಪ್ಪ ಗೊ ಹಾದಿಮನಿ ಇವರ ಹೊಲದದಿಂದ ಅವನಪ್ಪ ಕೂಳ್ಳೂರ ಇವರ ಹೋಲದವರೆಗೆ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ,On Going,2018-2019,Gram Panchayat,Rural Connectivity,3.03053
,(1504009014/RC/93393042892215451),,,,,
1569,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಡಾಂಬರ ರಸ್ತೆಯಿಂದ ಅಂಗನವಾಡಿ ವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892218520),,,,,
1570,ನರಸಾಪೂರ ಗ್ರಾಮದ ಪಂಚಾಯತ ರಾಜೀವ ಗಾಂಧಿ ಸೇವಾ ಕೇಂದ್ರದ ಮುಂದಿನ ಅಂಗಳ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವದು,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892218522),,,,,
1571,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಡಾಂಬರ ರಸ್ತೆಯಿಂದ ಅಂಗನವಾಡಿವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.98355
,(1504009014/RC/93393042892219974),,,,,
1572,ಚಿಲಮೂರ ಗ್ರಾಮದ ವಿಠ್ಠಲ ಫ ಹಾದಿಮನಿ ಇವರ ಮನೆಯಿಂದ ಕಾಳಪ್ಪ ಬಡಿಗೇರ ಇವರ ಮನೆಯವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.78206
,(1504009014/RC/93393042892220932),,,,,
1573,ಚಿಲಮೂರ ಗ್ರಾಮದ ಫಕೀರಪ್ಪ ಹ ರೊಟ್ಟಿ ಇವರ ಮನೆಯಿಂದ ಲಕ್ಷ್ಮಣ ಸಿ ಹಾದಿಮನಿ ಇವರ ಮನೆಯವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.7472
,(1504009014/RC/93393042892220933),,,,,
1574,ಚಿಲಮೂರ ಗ್ರಾಮದ ಬಸವ್ವ ಬಾಬುರಿ ಇವರ ಮನೆಯಿಂದ ಮಲ್ಲಪ್ಪ ಶಿ ರೊಟ್ಟಿ ಇವರ ಮನೆವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.83664
,(1504009014/RC/93393042892227722),,,,,
1575,ನರಸಾಪೂರ ಗ್ರಾಮದಲ್ಲಿ ಸಾಲಹಳ್ಳಿ ರಸ್ತೆಯಿಂದ ಮಾರುತಿ ಅರಭಾಂವಿ &ಕಿನಾಲ ವರೆಗೆ ಸಂಪರ್ಕ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.45318
,(1504009014/RC/93393042892241065),,,,,
1576,ನರಸಾಪೂರ ಗ್ರಾಮದ ನಿಂಗನಗೌಡ ಪಾಟೀಲ ಇವರ ಹೊಲದಿಂದ ಸಿದ್ದಪ್ಪ ಕಳ್ಳೆಪ್ಪನವರ ಹೊಲದವರೆಗೆ ರಸ್ತೆ ನಿರ್ಮಾಣ,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241066),,,,,
1577,ಚಿಲಮುರ ಗ್ರಾಮದ ಶೀವಪ್ಪಹಾದಿಮನಿ ಶಿವಪ್ಪ ಮೇಟಿ ಮನೆವರೆಗೆ ಸಿ ಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241067),,,,,
1578,ಚಿಲಮೂರ ಗ್ರಾಮದ ಯಮನಪ್ಪ ದಳವಾಯಿ ಇವರ ಹೊಲದಿಂದ ಲಕ್ಷ್ಮಣ ಕುಕ್ಕಡಿ ಇವರ ಹೊಲದವರೆಗೆ ಮೋರಮ ಹಾಕಿ ರಸ್ತೆ ನಿರ್ಮಾಣ,On Going,2019-2020,Gram Panchayat,Rural Connectivity,1.0458
,(1504009014/RC/93393042892241073),,,,,
1579,ಚಿಲಮೂರ ಗ್ರಾಮದ ಗದಿಗೆಪ್ಪ ಬಾಲಪ್ಪ ಪೂಜಾರ ಇವರ ಹೊಲದಿಂದ ಫಕೀರಪ್ಪ ಘಾಟಗಿ ಇವರ ಹೊಲದವರೆಗೆ ರಸ್ತೆ ನಿರ್ಮಾಣ,New,2019-2020,Gram Panchayat,Rural Connectivity,0
